Supergroup,Group,Object name,Object ID number,Quantity,Part number,Serial number,Donor/Lender/Vendor/Transfer Party,Acquisition method,Object lot ID,DGS paid,Transfer date,Delivery date,Current location,Accessioned?,ITAR status,ITAR code,Owned by/Loaned to,Item value,Insurance value,Insurance method,Notes
"Early transfer with Endeavour","OV-105 Early Transfer TD133","GSE LOCKER","2017.99a.349","1","G070-300323-001","1033","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 5,000.00","","","(Ref Transfer Order: 12C0213 L/I: 12)"
"Early transfer with Endeavour","OV-105 Early Transfer TD133","GSE LOCKER","2017.99a.350","1","G070-300323-001","1050","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 5,000.00","","","(Ref Transfer Order: 12C0213 L/I: 13)"
"Early transfer with Endeavour","OV-105 Early Transfer TD133","GSE LOCKER","2017.99a.351","1","G070-300323-001","1057","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 5,000.00","","","(Ref Transfer Order: 12C0213 L/I: 14)"
"Early transfer with Endeavour","OV-105 Early Transfer TD133","GSE LOCKER","2017.99a.352","1","G070-300323-001","1074","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 5,000.00","","","(Ref Transfer Order: 12C0213 L/I: 15)"
"Early transfer with Endeavour","OV-105 Early Transfer TD133","GSE LOCKER","2017.99a.353","1","G070-300323-001","1075","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 5,000.00","","","(Ref Transfer Order: 12C0213 L/I: 16)"
"Early transfer with Endeavour","OV-105 Early Transfer TD133","GSE LOCKER","2017.99a.354","1","G070-300323-001","1083","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 5,000.00","","","(Ref Transfer Order: 12C0213 L/I: 17)"
"Early transfer with Endeavour","OV-105 Early Transfer TD133","GSE LOCKER","2017.99a.355","1","G070-300323-001","1088","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 5,000.00","","","(Ref Transfer Order: 12C0213 L/I: 18)"
"Early transfer with Endeavour","OV-105 Early Transfer TD133","GSE LOCKER","2017.99a.356","1","G070-300323-001","1105","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 5,000.00","","","(Ref Transfer Order: 12C0213 L/I: 19)"
"Early transfer with Endeavour","OV-105 Early Transfer TD133","GSE LOCKER","2017.99a.357","1","G070-300323-001","1111","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 5,000.00","","","(Ref Transfer Order: 12C0213 L/I: 20)"
"Early transfer with Endeavour","OV-105 Early Transfer TD133","GSE LOCKER","2017.99a.358","1","G070-300323-001","1114","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 5,000.00","","","(Ref Transfer Order: 12C0213 L/I: 21)"
"Early transfer with Endeavour","OV-105 Early Transfer TD133","GSE LOCKER","2017.99a.359","1","G070-300323-001","1148","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 5,000.00","","","(Ref Transfer Order: 12C0213 L/I: 22)"
"Early transfer with Endeavour","OV-105 Early Transfer TD133","GSE LOCKER","2017.99a.360","1","G070-300323-001","1170","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 5,000.00","","","(Ref Transfer Order: 12C0213 L/I: 23)"
"Early transfer with Endeavour","OV-105 Early Transfer TD133","GSE LOCKER","2017.99a.361","1","G070-300323-001","1175","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 5,000.00","","","(Ref Transfer Order: 12C0213 L/I: 24)"
"Early transfer with Endeavour","OV-105 Early Transfer TD133","GSE LOCKER","2017.99a.362","1","G070-300323-001","1185","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 5,000.00","","","(Ref Transfer Order: 12C0213 L/I: 25)"
"Early transfer with Endeavour","OV-105 Early Transfer TD133","GSE LOCKER","2017.99a.363","1","G070-300323-001","1190","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 5,000.00","","","(Ref Transfer Order: 12C0213 L/I: 26)"
"Early transfer with Endeavour","OV-105 Early Transfer TD133","Fuel Cell #2","2017.99a.364","8","MC464-0115-3030","65663P760124","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> Phase II -> 2nd floor -> Endeavour Together gallery","","no","","Foundation","$ 11,400,000.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","EMERGENCY EGRESS SLIDE (SAFED)","2017.99a.365","1","MC623-0015-0024","1-005","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> Air and Space bldg","","no","","Foundation","$ 40,255.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","FIRE EXTINGUISHER SCREWS","2017.99a.366","1","MD112-1002-0306","","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 27.75","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","FIRE EXTINGUISHER MOUNTING BOLT","2017.99a.367","8","MD112-1003-0511","","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 176.52","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","LWMAR Nut","2017.99a.368","1","MD114-1001-0004","","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 3.40","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","LWMAR Nut","2017.99a.369","6","MD114-1001-0006","","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 51.76","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","LWMAR Washer","2017.99a.370","1","MD153-1001-0003","","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 2.51","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","LWMAR Washer","2017.99a.371","1","MD153-1001-0005","","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 27.80","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","LWMAR Washer","2017.99a.372","1","MD153-1001-0006","","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 4.94","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","LWMAR Washer","2017.99a.373","24","MD153-5004-0003","","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 4.09","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","LWMAR Washer","2017.99a.374","2","MD153-5004-0006","","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 24.82","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","TRAY, DOUBLE, LEXAN","2017.99a.375","1","ME192-0070-0002","","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 824.90","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","FIRE EXT. TIE SPLICES","2017.99a.376","24","ME416-0030-0002","","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 4.35","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","LWMAR Nut","2017.99a.377","8","MS21043-5_V","","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 0.75","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","LWMAR Nut","2017.99a.378","8","MS21043-6_V","","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 4.59","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","LWMAR Bolt","2017.99a.379","1","NAS1003-20A_V","","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 7.06","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","WMC Port Wall Bolts","2017.99a.380","1","NAS1003-6A","","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 393.36","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","LWMAR Handrail Bolts","2017.99a.381","1","NAS1351N4-32","","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 120.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","LWMAR Washer","2017.99a.382","6","NAS1587-5L_V","","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 0.73","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","WMC Port Wall Countersunk Washers","2017.99a.383","6","NAS1587A3C_V","","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 8.92","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","EGRESS PLATFORM WASHER","2017.99a.384","1","NAS620C10","","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> Air and Space bldg","","no","","Foundation","$ 7.12","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","FIRE EXT. MOUNT WASHER","2017.99a.385","1","NAS620C416L_V","","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 0.08","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","Fuel Cell Reusable Shipping Container","2017.99a.386","1","P53931","7","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> Air and Space bldg","","no","","Foundation","$ 64,500.00","","","(Ref Transfer Order: 12C0213 L/I: 2)"
"Early transfer with Endeavour","OV-105 Early Transfer TD133","Orbiter Drag Chute Sabot","2017.99a.387","1","SDD26138140-001","0022","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> Air and Space bldg","","no","","Foundation","$ 1,000.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","LWMAR Handle","2017.99a.388","1","SDD39118513-001","","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 2,500.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","LWMAR Handle Stand-offs","2017.99a.389","1","SDD39118513-003","","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 34.44","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","LWMAR Handle Bolts","2017.99a.390","1","SDD39118513-005","","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 360.06","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","LWMAR Bolt","2017.99a.391","1","SDD39118522-004","HG7-534B","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 250.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","POLE, CREW ESCAPE (SAFED)","2017.99a.392","1","SED27101375-323","1006","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 50,000.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","MAGAZINE ASSY","2017.99a.393","1","SED27101417-301","1006","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 5,000.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","DOUBLE MODULAR LOCKER","2017.99a.394","1","SED33102424-701","1003","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 30,000.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","SEAT INTERFACE CONTROL ASSY","2017.99a.395","1","SED36139682-301","1002","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 1,500.00","","","(Ref Transfer Order: 12C0213 L/I: 9)"
"Early transfer with Endeavour","OV-105 Early Transfer TD133","POLE HANDLE ( SHORT)","2017.99a.396","1","SED38110328-303","009","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 200.00","","","(Ref Transfer Order: 12C0213 L/I: 5)"
"Early transfer with Endeavour","OV-105 Early Transfer TD133","POLE HANDLE (SHORT)","2017.99a.397","1","SED38110328-303","011","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 200.00","","","(Ref Transfer Order: 12C0213 L/I: 7)"
"Early transfer with Endeavour","OV-105 Early Transfer TD133","POLE HANDLE (LONG)","2017.99a.398","1","SED38110328-305","004","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 300.00","","","(Ref Transfer Order: 12C0213 L/I: 6)"
"Early transfer with Endeavour","OV-105 Early Transfer TD133","POLE HANDLE (LONG)","2017.99a.399","1","SED38110328-305","010","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 300.00","","","(Ref Transfer Order: 12C0213 L/I: 8)"
"Early transfer with Endeavour","OV-105 Early Transfer TD133","GSE BUMPER PAD ASSY","2017.99a.400","1","SED38113123-301","","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> Air and Space bldg","","no","","Foundation","$ 280.00","","","(Ref Transfer Order: 12C0213 L/I: 4)"
"Early transfer with Endeavour","OV-105 Early Transfer TD133","TSA SHIPPING CONTAINER","2017.99a.401","1","SED38114754-301","1001","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> Air and Space bldg -> 1st floor -> open storage area","","no","","Foundation","$ 60,000.00","","","(Ref Transfer Order: 12C0213 L/I: 1)"
"Early transfer with Endeavour","OV-105 Early Transfer TD133","SEAT CUSHION ASSY","2017.99a.402","1","SED39116647-701","","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 100.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","MIDDECK STOWAGE LOCKER","2017.99a.403","1","SED39119019-328","1071","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 20,000.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","MIDDECK STOWAGE LOCKER","2017.99a.404","1","SED39119019-329","1119","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 20,000.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","MIDDECK STOWAGE LOCKER","2017.99a.405","1","SED39119019-329","1120","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 20,000.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","MIDDECK STOWAGE LOCKER","2017.99a.406","1","SED39119019-329","1164","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 20,000.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","MIDDECK STOWAGE LOCKER","2017.99a.407","1","SED39119019-329","1102","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 20,000.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","MISSION SPECIALIST SEAT","2017.99a.408","1","SED39126815-308","2012","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 75,000.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","MISSION SPECIALIST SEAT","2017.99a.409","1","SED39126815-308","2018","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 75,000.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","MS SEAT LEG CUSHION","2017.99a.410","1","SED39127281-301","2015","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 100.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","MS SEAT LEG CUSHION","2017.99a.411","1","SED39127281-301","2008","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 100.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","MS SEAT LEG REST ASSY","2017.99a.412","1","SED39127297-701","2008","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 100.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","MS SEAT LEG REST ASSY","2017.99a.413","1","SED39127297-701","2002","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 100.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","FIRE EXTINGUISHER BRACKET (FLIGHT)","2017.99a.414","2","V070-623100-001","BK-2040","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 50.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","FIRE EXTINGUISHER (EMPTY)","2017.99a.415","1","V070-623411-006","AGM743","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 1,419.12","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","FIRE EXTINGUISHER  (EMPTY)","2017.99a.416","1","V070-623411-006","AW7698","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 1,419.12","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","FIRE EXTINGUISHER (EMPTY)","2017.99a.417","1","V070-623411-006","EN2171","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 1,419.12","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","FIRE EXT. RETRIEVAL  STRAP","2017.99a.418","1","V070-650061-009","BA3466","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 365.73","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","FIRE EXT. RETRIEVAL STRAP","2017.99a.419","1","V070-650061-009","BA3464","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 365.73","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","FIRE EXT. RETRIEVAL STRAP","2017.99a.420","1","V070-650061-009","BJ4945","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 365.73","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","LWMAR Handrail Stand-offs","2017.99a.421","1","V213-663036-001","","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 20.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","LWMAR Handrail","2017.99a.422","1","V213-663039-001","","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 2,000.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","SEAT STUD ADAPTER","2017.99a.423","12","V226-000100-001","H02-5336","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 200.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","SEAT STUD ADAPTER","2017.99a.424","1","V226-000100-002","H02-5337","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 200.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","STOWAGE LOCKER ASSY","2017.99a.425","1","V602-660800-003","HG0-258","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 60,682.66","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","STOWAGE LOCKER ASSY","2017.99a.426","1","V602-660800-003","HG0-166","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 60,682.66","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","STOWAGE LOCKER ASSY","2017.99a.427","1","V602-660800-003","HG0-170","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 60,682.66","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","TRAY, 1/2 DOUBLE,GRAPHITE","2017.99a.428","1","V623-661200-001","","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 671.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","TRAY, DOUBLE, GRAPHITE","2017.99a.429","1","V623-661202-001","","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 817.04","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","TRAY, SINGLE, GRAPHITE","2017.99a.430","1","V623-661203-001","","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 8,340.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","LWMAR Vehicle Lower Forward Fitting (+ attach hardware)","2017.99a.431","1","V646-334478-001","GR5817","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 799.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","LMMAR Vehicle Lower AFT Fitting (+ attach hardware)","2017.99a.432","1","V646-334479-001","GR3065","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 2,491.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","LWMAR Vehicle Upper Fitting (+ attach hardware)","2017.99a.433","1","V646-334480-003","GR7049","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 1,846.90","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","LWMAR Upper Closeout","2017.99a.434","1","V652-660221-009","GK0917","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 73.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","LWMAR Lower Closeout","2017.99a.435","1","V652-660222-014","GK0925","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 700.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","LWMAR Forward Closeout","2017.99a.436","1","V652-660222-016","S38046","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 700.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","LWMAR Lower AFT Closeout","2017.99a.437","1","V652-660222-020","1AB6AX","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 730.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","LWMAR AFT Closeout","2017.99a.438","1","V652-660223-006","GK0930","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 128.48","","",""
